kod	adres	miasto	wojewodztwo	powiat
73-108	Poczta Filia UP Stargard Szczeciński 002, ul. Szkolna 4	Kobylanka	zachodniopomorskie	stargardzki
73-110	Poczta Stargard Szczeciński 002, ul. Barnima 2	Stargard Szczeciński	zachodniopomorskie	stargardzki
73-110	Skrytki Pocztowe Poczta Stargard Szczeciński 002, ul. Barnima 2	Stargard Szczeciński	zachodniopomorskie	stargardzki
73-112	Poczta Filia UP Stargard Szczeciński 002	Stara Dąbrowa	zachodniopomorskie	stargardzki
73-115	Poczta Dolice, ul. Wiejska 15	Dolice	zachodniopomorskie	stargardzki
73-120	Poczta Chociwel, ul. Armii Krajowej 39	Chociwel	zachodniopomorskie	stargardzki
73-121	Poczta Filia UP Stargard Szczeciński 002, ul. Stargardzka 31	Marianowo	zachodniopomorskie	stargardzki
73-130	Poczta Dobrzany, ul. Świerczewskiego 16	Dobrzany	zachodniopomorskie	stargardzki
73-131	Poczta Filia UP Stargard Szczeciński 002	Pęzino	zachodniopomorskie	stargardzki
73-132	Poczta Suchań, ul. Pomorska 43	Suchań	zachodniopomorskie	stargardzki
73-140	Poczta Ińsko, ul. Armii Czerwonej 1a	Ińsko	zachodniopomorskie	stargardzki
73-150	Poczta Łobez	Łobez	zachodniopomorskie	łobeski
73-155	Poczta Węgorzyno, ul. Runowska 8	Węgorzyno	zachodniopomorskie	łobeski
73-200	Poczta Choszczno 001, ul. Wolności 11	Choszczno	zachodniopomorskie	choszczeński
73-201	Poczta Filia UP Choszczno 001, ul. Dąbrowszczaków 32	Choszczno	zachodniopomorskie	choszczeński
73-210	Poczta Recz, ul. Tylna 14	Recz	zachodniopomorskie	choszczeński
73-220	Poczta Drawno, ul. Kolejowa 24	Drawno	zachodniopomorskie	choszczeński
73-222	Poczta Filia UP Choszczno 001	Suliszewo	zachodniopomorskie	choszczeński
73-231	Poczta Filia UP Choszczno 001, ul. Niepodległości 6	Krzęcin	zachodniopomorskie	choszczeński
73-236	Poczta Filia UP Choszczno 001	Płotno	zachodniopomorskie	choszczeński
73-240	Poczta Bierzwnik, ul. Dworcowa 19	Bierzwnik	zachodniopomorskie	choszczeński
73-260	Poczta Pełczyce, ul. Rynek Bursztynowy 16	Pełczyce	zachodniopomorskie	choszczeński
74-100	Poczta Gryfino 001, ul. Sprzymierzonych 1	Gryfino	zachodniopomorskie	gryfiński
74-100	Skrytki Pocztowe Poczta Gryfino 001, ul. Sprzymierzonych 1	Gryfino	zachodniopomorskie	gryfiński
74-101	Poczta Gryfino 003, ul. 11 Listopada 8	Gryfino	zachodniopomorskie	gryfiński
74-105	Poczta Nowe Czarnowo	Nowe Czarnowo	zachodniopomorskie	gryfiński
74-106	Poczta Stare Czarnowo	Stare Czarnowo	zachodniopomorskie	gryfiński
74-107	Poczta Filia UP Gryfino 001	Daleszewo	zachodniopomorskie	gryfiński
74-110	Poczta Banie	Banie	zachodniopomorskie	gryfiński
74-111	Poczta Lubanowo	Lubanowo	zachodniopomorskie	gryfiński
74-120	Poczta Widuchowa	Widuchowa	zachodniopomorskie	gryfiński
74-200	Poczta Pyrzyce, ul. Księdza Bogusława X 15	Pyrzyce	zachodniopomorskie	pyrzycki
74-201	Poczta Filia UP Pyrzyce	Warnice	zachodniopomorskie	pyrzycki
74-202	Poczta Filia UP Pyrzyce	Bielice	zachodniopomorskie	pyrzycki
74-204	Poczta Filia UP Pyrzyce	Kozielice	zachodniopomorskie	pyrzycki
74-205	Poczta Filia UP Pyrzyce	Tetyń	zachodniopomorskie	pyrzycki
74-210	Poczta Przelewice	Przelewice	zachodniopomorskie	pyrzycki
74-211	Poczta Filia UP Pyrzyce	Brzesko	zachodniopomorskie	pyrzycki
74-230	Poczta Filia UP Pyrzyce	Mielęcin	zachodniopomorskie	pyrzycki
74-240	Poczta Lipiany, ul. Jedności Narodowej 31	Lipiany	zachodniopomorskie	pyrzycki
74-300	Poczta Myślibórz, ul. Rynek 16	Myślibórz	zachodniopomorskie	myśliborski
74-304	Poczta Nowogródek Pomorski	Nowogródek Pomorski	zachodniopomorskie	myśliborski
74-305	Poczta Karsko	Karsko	zachodniopomorskie	myśliborski
74-312	Poczta Golenice	Golenice	zachodniopomorskie	myśliborski
74-320	Poczta Barlinek, ul. 1 Maja 6	Barlinek	zachodniopomorskie	myśliborski
74-322	Poczta Filia UP Barlinek	Mostkowo	zachodniopomorskie	myśliborski
74-400	Poczta Dębno Lubuskie, ul. Żymierskiego 6	Dębno	zachodniopomorskie	myśliborski
74-404	Poczta Cychry	Cychry	zachodniopomorskie	myśliborski
74-406	Poczta Filia UP Dębno	Namyślin	zachodniopomorskie	myśliborski
74-407	Poczta Filia UP Dębno Lubuskie	Boleszkowice	zachodniopomorskie	myśliborski
74-500	Poczta Chojna Szczecińska, ul. Roosevelta 2	Chojna	zachodniopomorskie	gryfiński
74-503	Poczta Moryń, ul. Kościuszki 11	Moryń	zachodniopomorskie	gryfiński
74-505	Poczta Mieszkowice, Pl. Wolności 3	Mieszkowice	zachodniopomorskie	gryfiński
74-510	Poczta Trzcińsko-Zdrój, ul. Rynek 3	Trzcińsko-Zdrój	zachodniopomorskie	gryfiński
74-520	Poczta Cedynia, ul. Żymierskiego 5	Cedynia	zachodniopomorskie	gryfiński
75-001	ul. Zwycięstwa od 101 do 105	Koszalin	zachodniopomorskie	M. Koszalin
75-002	ul. Grodzka	Koszalin	zachodniopomorskie	M. Koszalin
75-003	ul. Asnyka Adama	Koszalin	zachodniopomorskie	M. Koszalin
75-004	ul. Mickiewicza Adama	Koszalin	zachodniopomorskie	M. Koszalin
75-005	ul. Zwycięstwa od 77 do 99	Koszalin	zachodniopomorskie	M. Koszalin
75-006	ul. Zwycięstwa od 55 do 75	Koszalin	zachodniopomorskie	M. Koszalin
75-007	ul. Rynek Staromiejski	Koszalin	zachodniopomorskie	M. Koszalin
75-008	ul. Zwycięstwa od 82 do 92	Koszalin	zachodniopomorskie	M. Koszalin
75-009	ul. Słowackiego Juliusza	Koszalin	zachodniopomorskie	M. Koszalin
75-011	ul. Zwycięstwa od 94 do 114	Koszalin	zachodniopomorskie	M. Koszalin
75-012	ul. Andersa Władysława od 9 do 29	Koszalin	zachodniopomorskie	M. Koszalin
75-013	ul. Andersa Władysława od 1 do 7	Koszalin	zachodniopomorskie	M. Koszalin
75-014	ul. Andersa Władysława od 2 do 10	Koszalin	zachodniopomorskie	M. Koszalin
75-015	ul. Andersa Władysława od 12 do 22	Koszalin	zachodniopomorskie	M. Koszalin
75-016	Poczta Koszalin 001, ul. Andersa 22	Koszalin	zachodniopomorskie	M. Koszalin
75-017	Instytucja Rejonowy Urząd Poczty w Koszalinie, ul. Pocztowa 1	Koszalin	zachodniopomorskie	M. Koszalin
75-017	ul. Pocztowa	Koszalin	zachodniopomorskie	M. Koszalin
75-020	ul. Zwycięstwa od 45 do 53	Koszalin	zachodniopomorskie	M. Koszalin
75-021	ul. Clausiusa Rudolfa	Koszalin	zachodniopomorskie	M. Koszalin
75-021	ul. Zwycięstwa od 41 do 43	Koszalin	zachodniopomorskie	M. Koszalin
75-022	ul. Zwycięstwa od 31 do 39	Koszalin	zachodniopomorskie	M. Koszalin
75-023	ul. Zwycięstwa od 27 do 29	Koszalin	zachodniopomorskie	M. Koszalin
75-025	ul. Zwycięstwa od 19 do 25	Koszalin	zachodniopomorskie	M. Koszalin
75-027	ul. Zwycięstwa od 15 do 17	Koszalin	zachodniopomorskie	M. Koszalin
75-028	ul. Zwycięstwa od 7 do 13	Koszalin	zachodniopomorskie	M. Koszalin
75-029	ul. Zwycięstwa od 1 do 5	Koszalin	zachodniopomorskie	M. Koszalin
75-031	ul. Zwycięstwa od 2 do 6	Koszalin	zachodniopomorskie	M. Koszalin
75-032	ul. Krakusa i Wandy od 32 do ostatniego, od 25 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-033	ul. Zwycięstwa od 8 do 18	Koszalin	zachodniopomorskie	M. Koszalin
75-034	ul. Dzieci Wrzesińskich	Koszalin	zachodniopomorskie	M. Koszalin
75-035	ul. Zwycięstwa od 20 do 24	Koszalin	zachodniopomorskie	M. Koszalin
75-036	ul. Kaszubska	Koszalin	zachodniopomorskie	M. Koszalin
75-037	ul. Zwycięstwa od 26 do 42	Koszalin	zachodniopomorskie	M. Koszalin
75-038	ul. Zwycięstwa od 44 do 50	Koszalin	zachodniopomorskie	M. Koszalin
75-039	ul. Zwycięstwa od 52 do 58	Koszalin	zachodniopomorskie	M. Koszalin
75-041	ul. Zwycięstwa od 60 do 72	Koszalin	zachodniopomorskie	M. Koszalin
75-042	ul. Zwycięstwa od 74 do 80	Koszalin	zachodniopomorskie	M. Koszalin
75-050	ul. Młyńska od 1 do 15	Koszalin	zachodniopomorskie	M. Koszalin
75-051	ul. Zawiszy Czarnego	Koszalin	zachodniopomorskie	M. Koszalin
75-052	ul. Młyńska od 17 do 35	Koszalin	zachodniopomorskie	M. Koszalin
75-053	ul. Młyńska od 38 do 42	Koszalin	zachodniopomorskie	M. Koszalin
75-054	ul. Młyńska od 2 do 36	Koszalin	zachodniopomorskie	M. Koszalin
75-055	ul. Dąbrówki	Koszalin	zachodniopomorskie	M. Koszalin
75-056	ul. Księżnej Anastazji	Koszalin	zachodniopomorskie	M. Koszalin
75-057	ul. Bogusława II	Koszalin	zachodniopomorskie	M. Koszalin
75-058	ul. Kazimierza Wielkiego	Koszalin	zachodniopomorskie	M. Koszalin
75-059	ul. Marii Ludwiki	Koszalin	zachodniopomorskie	M. Koszalin
75-061	ul. Władysława Laskonogiego	Koszalin	zachodniopomorskie	M. Koszalin
75-062	ul. Księdza Kardynała Wyszyńskiego	Koszalin	zachodniopomorskie	M. Koszalin
75-063	ul. Bolesława Chrobrego	Koszalin	zachodniopomorskie	M. Koszalin
75-064	ul. Bolesława Krzywoustego	Koszalin	zachodniopomorskie	M. Koszalin
75-065	ul. Księdza Biskupa Domina Czesława	Koszalin	zachodniopomorskie	M. Koszalin
75-070	ul. Komisji Edukacji Narodowej	Koszalin	zachodniopomorskie	M. Koszalin
75-072	ul. Połtawska	Koszalin	zachodniopomorskie	M. Koszalin
75-073	ul. Harcerska	Koszalin	zachodniopomorskie	M. Koszalin
75-074	ul. Drzymały	Koszalin	zachodniopomorskie	M. Koszalin
75-075	ul. Mariańska	Koszalin	zachodniopomorskie	M. Koszalin
75-076	ul. Wróblewskiego Walerego	Koszalin	zachodniopomorskie	M. Koszalin
75-077	ul. Barlickiego Norberta	Koszalin	zachodniopomorskie	M. Koszalin
75-078	ul. Krakusa i Wandy od 11 do 11	Koszalin	zachodniopomorskie	M. Koszalin
75-079	ul. Krakusa i Wandy od 13 do 23	Koszalin	zachodniopomorskie	M. Koszalin
75-081	ul. Krakusa i Wandy od 12 do 30	Koszalin	zachodniopomorskie	M. Koszalin
75-100	ul. Powstańców Wielkopolskich od 1 do 23	Koszalin	zachodniopomorskie	M. Koszalin
75-102	ul. Powstańców Wielkopolskich od 25 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-103	ul. Powstańców Wielkopolskich od 2 do 14	Koszalin	zachodniopomorskie	M. Koszalin
75-104	ul. Ratajczaka Franciszka	Koszalin	zachodniopomorskie	M. Koszalin
75-105	ul. Powstańców Wielkopolskich od 16 do 24	Koszalin	zachodniopomorskie	M. Koszalin
75-106	ul. Radogoszczańska	Koszalin	zachodniopomorskie	M. Koszalin
75-107	ul. Powstańców Wielkopolskich od 26 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-108	ul. Kolejowa	Koszalin	zachodniopomorskie	M. Koszalin
75-109	ul. Łużycka od 1 do 19	Koszalin	zachodniopomorskie	M. Koszalin
75-111	ul. Łużycka od 21 do 25	Koszalin	zachodniopomorskie	M. Koszalin
75-112	ul. Łużycka od 27 do 37	Koszalin	zachodniopomorskie	M. Koszalin
75-113	Poczta Koszalin 014, ul. Łużycka 34	Koszalin	zachodniopomorskie	M. Koszalin
75-113	ul. Łużycka od 2 do 46	Koszalin	zachodniopomorskie	M. Koszalin
75-120	ul. Szczecińska od 1 do 5	Koszalin	zachodniopomorskie	M. Koszalin
75-121	ul. Jasna	Koszalin	zachodniopomorskie	M. Koszalin
75-122	ul. Szczecińska od 7 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-123	ul. Syrenki	Koszalin	zachodniopomorskie	M. Koszalin
75-123	ul. Szczecińska od 2 do 4	Koszalin	zachodniopomorskie	M. Koszalin
75-124	ul. Mieszka I od 1 do 47	Koszalin	zachodniopomorskie	M. Koszalin
75-125	ul. Miła	Koszalin	zachodniopomorskie	M. Koszalin
75-126	ul. Mieszka I od 49 do 57	Koszalin	zachodniopomorskie	M. Koszalin
75-127	ul. Zacisze	Koszalin	zachodniopomorskie	M. Koszalin
75-128	ul. Mieszka I od 59 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-129	ul. Mieszka I od 2 do 22	Koszalin	zachodniopomorskie	M. Koszalin
75-130	ul. Szarych Szeregów	Koszalin	zachodniopomorskie	M. Koszalin
75-131	ul. Żwirki i Wigury	Koszalin	zachodniopomorskie	M. Koszalin
75-132	ul. Mieszka I od 24 do 42	Koszalin	zachodniopomorskie	M. Koszalin
75-134	ul. Mieszka I od 44 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-135	ul. Szczecińska od 6 do 28	Koszalin	zachodniopomorskie	M. Koszalin
75-136	ul. Brzozowa	Koszalin	zachodniopomorskie	M. Koszalin
75-136	ul. Olchowa	Koszalin	zachodniopomorskie	M. Koszalin
75-136	ul. Zdobywców Wału Pomorskiego	Koszalin	zachodniopomorskie	M. Koszalin
75-137	ul. Szczecińska od 30 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-200	Al. Armii Krajowej	Koszalin	zachodniopomorskie	M. Koszalin
75-201	ul. Dworcowa	Koszalin	zachodniopomorskie	M. Koszalin
75-202	Poczta Koszalin 004, ul. Armii Krajowej 5	Koszalin	zachodniopomorskie	M. Koszalin
75-202	Skrytki Pocztowe Poczta Koszalin 004, ul. Armii Krajowej 5	Koszalin	zachodniopomorskie	M. Koszalin
75-202	ul. Cegielskiego Hipolita	Koszalin	zachodniopomorskie	M. Koszalin
75-202	ul. Strefowa	Koszalin	zachodniopomorskie	M. Koszalin
75-202	ul. Łukasiewicza Ignacego	Koszalin	zachodniopomorskie	M. Koszalin
75-203	ul. Okrzei Stefana	Koszalin	zachodniopomorskie	M. Koszalin
75-204	ul. Jana z Kolna	Koszalin	zachodniopomorskie	M. Koszalin
75-205	ul. Spółdzielcza	Koszalin	zachodniopomorskie	M. Koszalin
75-206	ul. Jachtowa	Koszalin	zachodniopomorskie	M. Koszalin
75-206	ul. Kapitańska	Koszalin	zachodniopomorskie	M. Koszalin
75-206	ul. Leonida Teligi	Koszalin	zachodniopomorskie	M. Koszalin
75-207	ul. Szyprów	Koszalin	zachodniopomorskie	M. Koszalin
75-208	ul. Kutrów	Koszalin	zachodniopomorskie	M. Koszalin
75-209	ul. Bojowników o Wolność i Demokrację	Koszalin	zachodniopomorskie	M. Koszalin
75-210	ul. Morska od 1 do 5	Koszalin	zachodniopomorskie	M. Koszalin
75-211	ul. Bohaterów Warszawy	Koszalin	zachodniopomorskie	M. Koszalin
75-212	ul. Morska od 7 do 35	Koszalin	zachodniopomorskie	M. Koszalin
75-213	ul. Morska od 37 do 41	Koszalin	zachodniopomorskie	M. Koszalin
75-215	ul. Morska od 43 do 53	Koszalin	zachodniopomorskie	M. Koszalin
75-216	ul. Przemysłowa	Koszalin	zachodniopomorskie	M. Koszalin
75-217	ul. Morska od 55 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-218	ul. Morska od 2 do 4	Koszalin	zachodniopomorskie	M. Koszalin
75-219	ul. Miedziana	Koszalin	zachodniopomorskie	M. Koszalin
75-220	ul. Różana	Koszalin	zachodniopomorskie	M. Koszalin
75-221	ul. Morska od 6 do 26	Koszalin	zachodniopomorskie	M. Koszalin
75-222	ul. Energetyków	Koszalin	zachodniopomorskie	M. Koszalin
75-223	ul. Morska od 28 do 36	Koszalin	zachodniopomorskie	M. Koszalin
75-224	ul. Marynarzy	Koszalin	zachodniopomorskie	M. Koszalin
75-225	ul. Morska od 38 do 44	Koszalin	zachodniopomorskie	M. Koszalin
75-226	ul. Żeglarska	Koszalin	zachodniopomorskie	M. Koszalin
75-227	ul. Morska od 46 do 58	Koszalin	zachodniopomorskie	M. Koszalin
75-228	ul. Rybacka	Koszalin	zachodniopomorskie	M. Koszalin
75-229	ul. Sienkiewicza Henryka	Koszalin	zachodniopomorskie	M. Koszalin
75-229	ul. Wydmowa	Koszalin	zachodniopomorskie	M. Koszalin
75-230	ul. Dokerów	Koszalin	zachodniopomorskie	M. Koszalin
75-232	ul. Kosynierów	Koszalin	zachodniopomorskie	M. Koszalin
75-233	ul. Spokojna	Koszalin	zachodniopomorskie	M. Koszalin
75-234	ul. Morska od 60 do 72	Koszalin	zachodniopomorskie	M. Koszalin
75-235	ul. Morska od 74 do 150	Koszalin	zachodniopomorskie	M. Koszalin
75-236	ul. Krańcowa	Koszalin	zachodniopomorskie	M. Koszalin
75-237	ul. Morska od 152 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-238	Poczta Koszalin 011, ul. Spokojna 11	Koszalin	zachodniopomorskie	M. Koszalin
75-238	Skrytki Pocztowe Poczta Koszalin 011, ul. Spokojna 11	Koszalin	zachodniopomorskie	M. Koszalin
75-239	ul. Na Jamno	Koszalin	zachodniopomorskie	M. Koszalin
75-240	ul. Podgrodzie	Koszalin	zachodniopomorskie	M. Koszalin
75-241	ul. Grunwaldzka	Koszalin	zachodniopomorskie	M. Koszalin
75-242	ul. Niepodległości od 1 do 27	Koszalin	zachodniopomorskie	M. Koszalin
75-243	ul. Rzemieślnicza	Koszalin	zachodniopomorskie	M. Koszalin
75-244	ul. Niepodległości od 29 do 49 od 53 do 53	Koszalin	zachodniopomorskie	M. Koszalin
75-245	ul. Monte Cassino od 101 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-246	ul. Monte Cassino od 108 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-247	ul. Niepodległości od 55 do 61	Koszalin	zachodniopomorskie	M. Koszalin
75-249	ul. Niepodległości od 63 do 115	Koszalin	zachodniopomorskie	M. Koszalin
75-250	ul. Szkutnicza	Koszalin	zachodniopomorskie	M. Koszalin
75-251	ul. Niepodległości od 117 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-252	ul. Niepodległości od 2 do 50	Koszalin	zachodniopomorskie	M. Koszalin
75-253	ul. Niepodległości od 52 do 60, od 51 do 51	Koszalin	zachodniopomorskie	M. Koszalin
75-254	ul. Niepodległości od 62 do 116	Koszalin	zachodniopomorskie	M. Koszalin
75-255	ul. Niepodległości od 118 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-256	ul. Bursztynowa	Koszalin	zachodniopomorskie	M. Koszalin
75-256	ul. Jantarowa	Koszalin	zachodniopomorskie	M. Koszalin
75-256	ul. Kinga Martina	Koszalin	zachodniopomorskie	M. Koszalin
75-256	ul. Nerudy Pablo	Koszalin	zachodniopomorskie	M. Koszalin
75-256	ul. Stoczniowców	Koszalin	zachodniopomorskie	M. Koszalin
75-257	ul. Bosmańska	Koszalin	zachodniopomorskie	M. Koszalin
75-257	ul. Picasso Pablo	Koszalin	zachodniopomorskie	M. Koszalin
75-300	ul. Dąbrowskiego Jarosława	Koszalin	zachodniopomorskie	M. Koszalin
75-300	ul. Papiernicza	Koszalin	zachodniopomorskie	M. Koszalin
75-301	ul. Strumykowa	Koszalin	zachodniopomorskie	M. Koszalin
75-302	ul. Batalionów Chłopskich od 1 do 49	Koszalin	zachodniopomorskie	M. Koszalin
75-303	ul. Batalionów Chłopskich od 51 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-304	ul. Gdańska	Koszalin	zachodniopomorskie	M. Koszalin
75-305	ul. Batalionów Chłopskich od 2 do 16	Koszalin	zachodniopomorskie	M. Koszalin
75-306	ul. Odrodzenia	Koszalin	zachodniopomorskie	M. Koszalin
75-307	Pl. Kilińskiego Jana	Koszalin	zachodniopomorskie	M. Koszalin
75-308	ul. Batalionów Chłopskich od 18 do 74	Koszalin	zachodniopomorskie	M. Koszalin
75-309	ul. Batalionów Chłopskich od 76 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-310	ul. Kędzierzyńska	Koszalin	zachodniopomorskie	M. Koszalin
75-311	ul. Monte Cassino od 83 do 99	Koszalin	zachodniopomorskie	M. Koszalin
75-312	ul. Monte Cassino od 92 do 106	Koszalin	zachodniopomorskie	M. Koszalin
75-313	ul. Darłowska	Koszalin	zachodniopomorskie	M. Koszalin
75-319	ul. Na Skwierzynkę	Koszalin	zachodniopomorskie	M. Koszalin
75-320	ul. Podgórna od 1 do 39	Koszalin	zachodniopomorskie	M. Koszalin
75-321	ul. Podgórna od 41 do 47	Koszalin	zachodniopomorskie	M. Koszalin
75-322	ul. Podgórna od 2 do 22	Koszalin	zachodniopomorskie	M. Koszalin
75-323	ul. Budowniczych	Koszalin	zachodniopomorskie	M. Koszalin
75-324	ul. Projektantów	Koszalin	zachodniopomorskie	M. Koszalin
75-325	ul. Monte Cassino od 65 do 81	Koszalin	zachodniopomorskie	M. Koszalin
75-326	ul. Monte Cassino od 72 do 90	Koszalin	zachodniopomorskie	M. Koszalin
75-327	ul. Chrzanowskiego Ignacego	Koszalin	zachodniopomorskie	M. Koszalin
75-328	ul. Krzyżanowskiego Juliana	Koszalin	zachodniopomorskie	M. Koszalin
75-329	ul. Doroszewskiego	Koszalin	zachodniopomorskie	M. Koszalin
75-329	ul. Wyki Kazimierza	Koszalin	zachodniopomorskie	M. Koszalin
75-330	ul. Bałtycka od 1 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-331	ul. Bałtycka od 2 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-332	ul. Kutrzeby Tadeusza	Koszalin	zachodniopomorskie	M. Koszalin
75-332	ul. Rutkowskiego Henryka	Koszalin	zachodniopomorskie	M. Koszalin
75-333	ul. Gierczak Emilii	Koszalin	zachodniopomorskie	M. Koszalin
75-334	ul. Pionierów	Koszalin	zachodniopomorskie	M. Koszalin
75-335	ul. Podgórna od 49 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-336	ul. Podgórna od 24 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-337	ul. Akademicka	Koszalin	zachodniopomorskie	M. Koszalin
75-338	ul. Próchnika	Koszalin	zachodniopomorskie	M. Koszalin
75-339	ul. Wąwozowa	Koszalin	zachodniopomorskie	M. Koszalin
75-340	ul. Władysława IV od 1 do 15	Koszalin	zachodniopomorskie	M. Koszalin
75-341	ul. Władysława IV od 17 do 23	Koszalin	zachodniopomorskie	M. Koszalin
75-342	ul. Władysława IV od 25 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-343	ul. Kwiatkowskiego Eugeniusza	Koszalin	zachodniopomorskie	M. Koszalin
75-344	ul. Robotnicza	Koszalin	zachodniopomorskie	M. Koszalin
75-345	ul. Władysława IV od 2 do 16	Koszalin	zachodniopomorskie	M. Koszalin
75-346	ul. Władysława IV od 18 do 40	Koszalin	zachodniopomorskie	M. Koszalin
75-347	ul. Władysława IV od 42 do ostatniego	Koszalin	zachodniopomorskie	M. Koszalin
75-348	ul. Plater Emilii	Koszalin	zachodniopomorskie	M. Koszalin
75-349	ul. Siepińskiego Wacława	Koszalin	zachodniopomorskie	M. Koszalin
75-350	Poczta Koszalin 009, ul. Władysława IV 27	Koszalin	zachodniopomorskie	M. Koszalin
75-350	Skrytki Pocztowe Poczta Koszalin 009, ul. Władysława IV 27	Koszalin	zachodniopomorskie	M. Koszalin
75-351	ul. Tatarkiewicza Władysława	Koszalin	zachodniopomorskie	M. Koszalin
75-352	ul. Kotarbińskiego	Koszalin	zachodniopomorskie	M. Koszalin
75-353	ul. Klemensiewicza Zenona	Koszalin	zachodniopomorskie	M. Koszalin
75-354	ul. Dąbka Stanisława	Koszalin	zachodniopomorskie	M. Koszalin
75-355	ul. Majora Sucharskiego Henryka	Koszalin	zachodniopomorskie	M. Koszalin
75-356	ul. Starzyńskiego Stefana	Koszalin	zachodniopomorskie	M. Koszalin
75-357	ul. Dąbrowszczaków	Koszalin	zachodniopomorskie	M. Koszalin
75-358	ul. Kilińszczaków	Koszalin	zachodniopomorskie	M. Koszalin
75-359	ul. Kościuszkowców	Koszalin	zachodniopomorskie	M. Koszalin
75-360	ul. Generała Sikorskiego Władysława	Koszalin	zachodniopomorskie	M. Koszalin
75-361	ul. Dmowskiego Romana	Koszalin	zachodniopomorskie	M. Koszalin
75-361	ul. Rodła	Koszalin	zachodniopomorskie	M. Koszalin
75-362	ul. Golisza Maksymiliana	Koszalin	zachodniopomorskie	M. Koszalin
75-362	ul. Kostrzewy Wery	Koszalin	zachodniopomorskie	M. Koszalin
75-362	ul. Księdza Doktora Domańskiego Bolesława	Koszalin	zachodniopomorskie	M. Koszalin
75-363	ul. Gąszczak Marii Magdaleny	Koszalin	zachodniopomorskie	M. Koszalin
75-363	ul. Księdza Grochowskiego Maksymiliana	Koszalin	zachodniopomorskie	M. Koszalin
75-363	ul. Limanowskiego Bolesława	Koszalin	zachodniopomorskie	M. Koszalin
75-364	ul. Maćkowicza Izydora	Koszalin	zachodniopomorskie	M. Koszalin
75-364	ul. Warskiego Adolfa	Koszalin	zachodniopomorskie	M. Koszalin
75-365	ul. Bożka Arkadiusza	Koszalin	zachodniopomorskie	M. Koszalin
75-366	ul. Baczewskiego Jana	Koszalin	zachodniopomorskie	M. Koszalin
75-367	ul. Pieniężnego Seweryna	Koszalin	zachodniopomorskie	M. Koszalin
